hard_text,profession,gender
"Banning received her Bachelor of Science degree in Accounting from Washburn University, Topeka, Kansas. She specializes in medical practice consulting and tax planning and financial consulting and is licensed to practice public accountancy in Kansas. She currently serves on the Board of Directors of the Dodge City Area Chamber of Commerce. She and her husband Justin, have one daughter, Rachelle. She enjoys traveling, family and friends.",accountant,Female
"He has significant exposure to Audit, Venture Capital Funding, Finance and Accounting, M&A, Financial Due Diligence and Private Equity Fund operations.",accountant,Male
He has around nine years of experience in the field of investment research (equity and fixed income) with leading financial services firm such UBS and Guggenheim Transparent Value. ...more,accountant,Male
"Ms. Murphy has worked as a controller in the software and professional services industries. Her background includes merger and acquisition analysis, due diligence, and execution in both domestic and international markets. Ms. Murphy is experienced in preparing statutory SEC filings for ongoing operations and initial public offerings.",accountant,Female
"He began his career as a Revenue Officer for the IRS in Fort Smith, AR. As an IRS Revenue Officer, he was responsible for enforcing tax laws and bringing taxpayers into filing and paying compliance. This experience gave him a unique skill set that is not possessed by most CPAs and makes him uniquely qualified to handle IRS resolution cases.",accountant,Male
"Since he started in 2009, Kunal has quickly has risen to the top 10 comedians of India, performing in 18 cities in India. His international career includes Nepal, Sri Lanka, Dubai, Holland, Paris, Barcelona and his aunt’s living room in South Mumbai. Kunal is the co-founder of East India Comedy, a popular comedy collective and YouTube channel.",accountant,Male
"He has significant experience with medical, manufacturing and service businesses designing, installing, operating, and managing accounting and tax operations. Chuck received his MBA from Northwestern University in 1974. He enhanced that strong background with work experience and continuing education from many professional sources including Price Waterhouse and Harvard University.",accountant,Male
"He joined the CollegeAmerica workforce in Could of 2013. His accounting experience consists of six years of working as an auditor for a nationwide accounting agency, three years of governmental accounting, and two years business management. He primarily makes a speciality of financial statement audits and preparation helping to realize financial targets by means of external reporting. His experience on each side of the accounting desk has allowed Kyle to share real-life examples of arduous-to-perceive subjects in the classroom.… Read More...",accountant,Male
"Zeleke, CPA firm. She joined the firm since November, 2016 and she is responsible for assising in preparing tax returns for individuals, businesses, corporations and tax-exempt organizations with the firm's CPA. She also works closely with the firm’s CPA on various bookkeeping, accounting and auditing projects. She graduated from Lake Forest College with a Bachelor's degree in Finance. She was in Dean's list and received awards including Omicron Delta Epsilon Economics Honor Society and an Academic Excellence Certificate from Lake Forest College. Hella is currently taking her extended courses to be a CPA candidate.",accountant,Female
"She began working for a mid-sized firm in Wichita, Kansas soon after graduation. After spending six years at that firm, she decided to open her own business in 1994. Since then, she and her team have focused on providing reliable accounting and bookkeeping services in the Derby and Wichita, KS areas.",accountant,Female
"While Alison has worked with several different industries, her expertise is within construction accounting, financial statement consolidations, QuickBooks setups and cleanups, and working with closely-held businesses.",accountant,Female
"He retired from professional practice to become the Secretary to the Keswick Convention from which he retired in 2004. He lives in Heathfield, Sussex and is married to Barbara. Mark was chairman of the Board from 2001 to 2010.",accountant,Male
"He conducts his life as he does the spreadsheets he works on; with careful review of all the variables. His philosophy serves him well in his other profession: an assassin. When he goes to his next ‘assignment’ he finds his target has already been murdered by a serial killer known as ‘The 3-Monkey Killer’. Book must now find the killer before the killer finds him, and before he is arrested for the psychopath’s crimes. And before his own crimes are revealed.",accountant,Male
"Until July 2015, he was CEO of Manx Telecom plc and led its successful AIM IPO in February 2014. Before becoming CEO in April 2011, he was Director of Finance and had been part of the British Telecom plc team which set up Manx Telecom plc in 1987. Prior to his 29 years at Manx Telecom plc, he spent four years at British Telecom plc. Before that, Mike held accounting and company secretary positions with the Dowty Group, Iloman Engineering and Castle Industries. Mike holds a BA (Hons) degree in Business Studies and CIMA qualification.",accountant,Male
"He is chair of Ballymun Regeneration Limited (BRL), is on the board of Special Olympics Ireland and is chair of consultants The Amethyst Group. He and his wife, Edel, live in Killiney, Co Dublin, and have four adult children",accountant,Male
"Likaj specialized in employment and payroll solutions, accounting, and domestic tax. She advises on accounting and tax matters and prepares financial reports according to client compliance requirements. Likaj has extensive experience in the banking industry. She graduated from the State University of Tirana, Faculty of Economy, holds a BSc in Finance, and is fluent in Albanian, English, and Italian.",accountant,Female
"Prior to joining Vintage in 2013 he worked as a financial advisor at Plante Moran Financial Advisors. He has extensive experience with accounting, tax preparation and wealth management.",accountant,Male
"In addition to teaching ethics to Enrolled Agents, he also teaches QuickBooks and prepares candidates for the Special Enrollment Exam. He has over 12 years experience in the accounting field.",accountant,Male
"She has served as a finance and accounting expert in the Washington DC metro area for over ten years, primarily focused on not-for-profit accounting. Ms. Norman attended both the University of California Los Angeles (UCLA) and Trinity College, earning a Bachelor of Science degree in Business Administration from Trinity College (now Trinity University) prior to becoming a CPA.",accountant,Female
Individually he runs his own consulting firm and serves as a tax professional here at EPG. He has served as an accountant and senior accountant for companies including non-profit organizations.,accountant,Male
"Before joining Jefferson Wells, McNelis routinely worked 60 to 70 hours a week plus weekends, with especially late nights to get out financial statements. Now she averages about 45 to 55 work hours a week.",accountant,Female
"His experience includes financial management, banking and insurance relations, sales, operations, and general management. Terry has experience with several business acquisitions and sales. Most recently Terry was CEO of a large real estate development company. Terry also is uniquely qualified to provide guidance as a current franchise owner of six Budget Blinds franchises.",accountant,Male
"Along with his wife Paula, Mark is one of the Founding Board members of The Sue Weaver C.A.U.S.E. Mark took a short leave from the board and is back with a real passion for C.A.U.S.E. Certification.",accountant,Male
"After working for about four years with M/s Larsen & Toubro Limited and SSA Global Technologies (BaaN) Pvt Limited, he joined Infosys Limited in August 2005 as an SAP FI/CO consultant. He was selected as a speaker for the America’s SAP Users Group (ASUG) meeting in Dallas, Texas, on October 2008, where he presented a paper titled “SAP System Appreciation Study-FI/CO.” He is currently working as a lead consultant-SAP FI/CO with Infosys’ Consulting and System Integration unit and is based out of Singapore. He has been involved in SAP (core and IS retail) implementation, upgrade, and production support projects for clients across the USA, EMEA, and APAC.",accountant,Male
"He has served in management and on the boards of a number of Canadian companies. He is currently CFO Riverside Resources (TSXV: RRI) and Northair Silver Corp. (TSXV: INM), and a director of Entourage Metals Ltd. (TSXV: EMT). Mr. Scott is a co-founder and a director of Pan American Hydro Corporation, a private company involved in developing small hydro projects in Latin America. Mr. Scott earned his CA designation in 1998, his CFA designation in 2002 and has a B.Sc. from the University of British Columbia.",accountant,Male
"Spitz & Associates in Madison, Wisconsin. (Hereafter, all references to petitioner are to William Spitz.) During the years at issue, petitioner was a partner in the certified public accounting firm of Baillies, Denson, Erickson and Smith (Baillies, Denson) of Madison, Wisconsin, engaging in financial consulting and tax return preparation, among other things. Previously, he was employed by the Internal Revenue Service in Chicago, Illinois, as a revenue agent from 1961 to 1964.",accountant,Male
"He has held several senior positions with both multi-billion international companies such as Tyco International and Compass Group PLC as well as entrepreneurial businesses such as Bravo Brands. He has extensive food/beverage and health food supplement experience. Mark, a native Floridian, enjoys his time as a father and is passionate about exercising, particularly weight lifting. He obtained both his undergraduate and graduate degrees from the University of Florida. He has maintained intensive physical shape through the years, runs a very respectable mile and can bench well over 300 lbs.",accountant,Male
"He is senior VP and Director of a successful global marketing company Vinmar International, Houston. Swatantra Jain is actively involved with various Indo American community organizations in Houston. He is a President of Pratham Houston and Treasurer of Pratham USA, founding member and Chairman of JVB Houston and a Board Member of International school of Jain Studies.",accountant,Male
"Markets Brian likes to investigate Financial, Sports, Social, Political Capital and Internet trends. Since some of his findings involve financial areas he posts content on Seeking Alpha. Brian is a... MoreMy blog:The Humble Accountant",accountant,Male
"She currently leads the Commonwealth of Puerto Rico’s Economic Development Office in New York where her main role is to raise awareness across the United States about the tax incentives and business opportunities in Puerto Rico and facilitate investment opportunities in the island. She has 15 years of experience both in the private and public sectors. Her private sector experience includes roles in taxes, finance, banking and business management in the technology and financial services industries. She has worked for Banco Santander, Deloitte & Touche, Accenture and Louis Capital Markets in Puerto Rico, New York City and London.",accountant,Female
"With an interest in small business and strong administrative and organisational skills, she enjoys providing ideas and solutions to help clients grow their business.",accountant,Female
"She received a Bachelorï¿½s of Business Administration with a 4.0 GPA from the University of New Mexico. Ale then began her professional career in 1992 as an auditor at Arthur Andersen, LLP, in Albuquerque, New Mexico. She later joined KPMG, LLP, in Houston and became a senior manager. From 2004 to 2006, Ale served as CFO for entrepreneurial companies. She also held a controller position with a $2 billion publicly held oil and gasï¿½services company.",accountant,Female
He’s a college educated CPA. His degree got him a job with the State of Connecticut. He investigated tax fraud. After twenty years he took the money and set up a cottage industry out of his … Continue reading →,accountant,Male
He enjoys creating innovative and specialized solutions for each of his clients and enjoys helping individuals and small businesses with tax consulting and strategic planning matters.,accountant,Male
"She is currently the Board Treasurer for Pet Partners, a nation-wide therapy animal nonprofit organization. She is also a Certified Field Traumatologist and Compassion Fatigue Educator with Green Cross Academy of Traumatology.",accountant,Female
"He has solid experience in Auditing, Accounting and Finance, including the production of high quality management and adhoc reports, and published financial statements. He has broad financial skills encompassing planning, investment, reporting, tax, standards and controls, developed in a dynamic management, professional and regulated environment with far reaching analytical responsibilities.",accountant,Male
Danischewski of Livingston is a newly elected officer of the Visiting Nurse Association of Staten Island. He was elected chairman of VNASI's operating company at a recent board meeting. Full story »,accountant,Male
"He served as the Chief Operating Officer of Kelly Group Limited until February 28, 2013. Pieterse served as the Financial Director of Kelly Group Limited since July 13, 2009.",accountant,Male
"Heidi is currently a Client Manager with Deloitte. She focuses on Advisory and Consulting engagements for Government and not for profit entities. Heidi also has expertise in internal and external auditing, financial and management accounting and risk and business controls reviews.",accountant,Female
"He graduated from Universiti Tun Abdul Razak with a Doctor in Philosophy (Management), Universiti Sains Malaysia with a Masters in Business Administration and the Universiti Utara Malaysia with Bachelors in Public Administration (Honours). He was formerly the Assistant Director at the Inland Revenue Board Malaysia and has worked in accounting at Penang Seagate Industries Sdn Bhd and Wong Engineering Corporation Berhad. He is currently a member of the faculty at Wawasan Open University.",accountant,Male
"He has worked in the mining sector for over 20 years including 11 years in corporate finance roles with Anglo American on three continents. Since 2008 he has been Chief Financial Officer of several listed junior resource companies including South American Ferro Metals, listed on the ASX in 2010, AIM & TSX-listed Horizonte Minerals (AIM / TSX: HZM) (2010 to 2016). In 2017 Mr Karoly listed Altus Strategies plc on AIM (AIM: ALS) and he is also Chief Financial Officer of Rupert Resources, listed on the TSX-V (TSX-V: RUP).",accountant,Male
"Like her heroine in her first novel, ""False Alarm,"" Stallings was the chief financial officer of a company that handles the affairs of professional athletes. A frequent adventure traveler, she writes travel stories as well as fiction. She grew up in Spokane, rowed crew at the University of Washington, and now splits her time between San Francisco and Silicon Valley.",accountant,Female
"She spends a lot of time volunteering her services in disadvantaged communities during tax time. She is the author of Sticker Shocl: On the illusions of hospital costs and accounting, which exposes the rip-offs of non-profit hospital accounting practices.",accountant,Female
"Mr. Oyer graduated with an A.B. in Accounting from Duke University in 1978 and a Juris Doctor from the University of Toledo College of Law in 1981. Mr. Oyer has been active in both professional and charitable organizations. He currently serves on the Board of Directors of Big Brothers Big Sisters of Northern New Jersey and until recently served for more than a decade on the Board of the Jewish Life at Duke University, as well as served as a past Board Member of Temple B’Nai Or where he chaired a capital campaign.",accountant,Male
"Stroud has achieved the Government Finance Officers Association Certificate of Achievement for Excellence in Financial Reporting for the Village of Clemmons since 2008.Ms. Stroud graduated cum laude from Western Carolina University with a Bachelor of Science in Business Administration. Ms. Stroud is a member of NC Government Finance Officer Association, NCACPA and AICPA.",accountant,Female
He is currently serving his second term in Parliament; first term as Associate Minister for Justice Courts Administration and currently as Associate Minister for Natural Resources and Environment.,accountant,Male
"Vanessa has over 7 years experience in public accounting, tax preparation and bookkeeping services. Vanessa received her B.B.A. in Business Administration from Berkeley College in White Plains, NY and has taken additional accounting courses from Sacred Heart University in Fairfield, CT. Vmassi@accountantsrus.com",accountant,Female
"He moved back to the Kerrville area in 1997 to attend Schreiner University where he graduated in 2002 with degree in accounting. He began his career at Davidson, Freedle, Espenhover & Overby, and PC before starting his own firm in 2010. He is married to Keely Vanacker and they have one young son.",accountant,Male
He joined the firm in January 2013. Patrick received his Bachelor of Science Degree in Accounting from Montclair State University. He also holds a notary public.,accountant,Male
"After qualifying with Price Waterhouse, he moved into industry and commerce where he spent eight years in the Lloyds Insurance market as Group FD/CFO of first CE Heath and then Willis. For the next 10 years, he was Group FD/CFO of BICC (manufacturing and construction) and then Group FD/CFO of Midland Bank Group. He then became CEO of retailer Storehouse and then chairman of First Choice Holidays whilst also being a non-executive director of Guinness for 10 years, until the merger of Guinness and GrandMet, when it was re-named Diageo.",accountant,Male
"Elissa has served as treasurer of the EW Foundation since its inception. She received her masters of laws; taxation from University of Miami and law degree from Nova Southeastern University. Elissa specializes in all areas of corporate and individual taxation, including partnership, trust and individual federal and state income tax returns, tax research and estate planning, and preparation and review of Audits and Reviews.",accountant,Female
"She was born in Baltimore, Maryland and resides in Detroit. Pearson has served as the president of the National Association of Black Accountants. She was hired by Republican Governor Engler in 2000 under Act 72 and left the position of Emergency Financial Manager in 2004.",accountant,Female
"He brings with him over 21 years of rich experience in Finance & Accounts of Cement plant and Regional offices. He has worked for 12 years with ACC Limited in his career of 21 years, at various locations like Regional office Pune, Thane, Bangalore and Kymore Plant in different Management Roles. Prior to that, he has worked with JK Lakshmi Cement and JK Cement Ltd for 9 years.",accountant,Male
He was an executive director at a leading international accounting firm and also held a senior management role with an ASX 200 listed company. Mr Menezes is a Member of the Institute of Chartered Accountants in Australia and holds a Bachelor of Commerce and a Bachelor of Laws from the University of Western Australia.,accountant,Male
He says that it has taken until this third year of drought to really see the full effect of the flow-on from the drought hitting businesses in Longreach.,accountant,Male
"As co-founder of HLB Gross Collins, CPAs, a regional accounting firm, he helped build an accounting and consulting firm with a national and international presence",accountant,Male
"She also has accounting experience with Liang Fang Pharmaceutical Ltd., a subsidiary of the Company. Prior to joining the Company, Ms. Zeng worked as a registered accountant and auditor with Beijing Topson Certified Public Accountants and as a financial manager for Beijing Unite Youbang Science and Technology Ltd. She holds a bachelor's degree in business from Beijing Information Science and Technology University.",accountant,Female
"Trevor was the Company Secretary and Group Financial Controller of MPI Mines Limited for 10 years. Trevor commenced his career in 2003 with Panoramic Resources as the Chief Financial Officer and Company Secretary. Trevor previously held various corporate financial positions at North Kalgurli Mines Limited, Metals Exploration Limited and Australian Consolidated Minerals Limited. .",accountant,Male
"Her experience includes accounts payable, accounts receivable, financial reporting and analysis, cash management, sales and use tax filing, budget preparation, database management, DCAA auditing, tax return processing, payroll processing, and cost reconciliation. She has managed the accounting for all types of commercial and Government contracts to include firm fixed price (FFP), time and materials (T&M), indefinite delivery/indefinite quantity (IDIQ), and cost plus contracts.",accountant,Female
"Prior to joining NCIF, she held positions in industries including advertising, construction, legal, retail and aerospace government contracting. In her last position, she worked for an entrepreneur with companies in the U.S., Europe and the Middle East. She attended Michigan State University and Jersey City State College, and holds a B.S. degree.Contact: Jdelapa@conservationfund.org Office: Natural Capital Investment Fund, Shepherdstown, WV Programs",accountant,Female
"She has been the Corporate Controller of Gran Tierra Energy since 2012 and has direct responsibility for the finance departments in all business units, as well as treasury and internal audit. Prior to joining Gran Tierra in 2011, she was an independent consultant providing contract controller, CFO, and other finance related services to publicly traded domestic and international oil and gas companies. Ms. Mawdsley is a Chartered Accountant and holds a Bachelor of Music in Performance degree from the University of Toronto.",accountant,Female
"He has been building on his reputation for more than two decades, and he offers a comprehensive slate of accounting services. Over the years, he has helped countless people achieve their financial goals, and he believes in truly personalized attention. His unique and sincere approach to relationship building is something that sets him apart, and he has a very high client retention rate, because people appreciate his low-key but highly effective nature.",accountant,Male
"But he’d rather care about GST than his superpowers—even less so about life himself. Arjun is about to be murdered by goons and he couldn’t be happier. He’s spent his life waiting for death. Unfortunately, things do not go as per plan. Much to Arjun’s chagrin, he manages to live. But things get a lot worse than a failed death. Arjun is an accountant but behind this façade he’s protecting his identity as an almost indestructible species of humanoids, a power that Arjun would gladly exchange for a bushel of bananas and a vat of rum.",accountant,Male
"She is the founder and President of Parents R.O.C.K., “Parents’ Rights of Choice for Kids,” a nonprofit focused on uniting parents and providing representation for parent and student interests on state and local education issues. She also serves as an Advisory Board Member for Mason Classical Academy, a Hillsdale College public charter school, and is the West Coast Coordinator for Florida Parents against Common Core. She and husband Byron have lived in Naples for 12 years and have three sons.",accountant,Female
"With more than 15 years of experience in income, corporate and estate taxes, George brings a real-life perspective to tax problems. He's a member of the Florida and American Institutes of CPAs and the Greater Miami Chamber of Commerce. George earned a bachelor's degree in accounting from the University of Florida, and continued graduate studies at Florida International University, where he is a member of the university's advisory board for its Executive Masters of Science in Taxation program. George also is a licensed life insurance agent and a Series 6 Registered Representative. Read his columns Compare Rates",accountant,Male
"Cress CPA, Inc. in Charlottesville, VA. With 30 years of experience she has specialized in the area of tax and tax resolution. She has also been a Quickbooks Proadvisor since 1997. She and her husband currently live on a 10 acre farm located in Troy, VA.",accountant,Female
"He has worked in both executive and non-executive senior financial management roles in various industry sectors in Australia and offshore. Mark is currently the Commercial Director of PGA Management Pty Ltd, a private family group with business interests in listed equities, investment properties and commercial enterprise. Mark is also a member of the group's Investment, Property and Commercial Governance committees.",accountant,Male
"He then became a full time trainer at Kotak Life Insurance. He has been a HR consultant since then, serving several clients before joining GupShup. In his new role as vice president of HR, Parekh will be responsible for growing and retaining the ace team at SMS GupShup.",accountant,Male
"Foreman, P.A. in Bradenton, FL. Her firm provides elder planning to clients in the Bradenton Florida area. She is an active member of the FICPA Elder Planning and Support Committee, and current board member of the Manatee County Estate Planning Council, the Manatee Aging Network. and the Advisory Council of the West Central Florida Area Agency on Aging.",accountant,Female
"A full-service accounting firm; tax practice; accounting consultancy; private equity audit firm) in Mesa, Arizona . He has a Master’s Degree in Business Administration and a member of the Arizona Society of CPAs. His experience includes all areas of taxation, accounting, business planning and management services. He has dealt with a broad range of industries and business operations.",accountant,Male
"Having been born and bred on a farm in Irwell, Michael has an extensive knowledge of the local area. He has also had a lifetime involvement in sport, either playing, coaching or in administration, particularly in cricket and rugby. In more recent times he has taken to running and has now completed two marathons. Following a passion of sport and desire to see Selwyn promoted as a destination for sport and recreational activity, Michael has got together with a team of dedicated Trustees to form the Selwyn Sports Trust.",accountant,Male
"She also spent two years in Mexico City, Mexico, serving as a technical reviewer and adviser to both private and public clients. In addition to client service, Debra has led various Deloitte programs focused on areas such as alumni relations, the Gen Y initiative, and senior manager skills development. Prior to moving to the Hampton Roads area in 2014, Debra served as the Vice Chairman of the Board, Audit Committee Chairperson and Program Committee Chairperson for various Chicago foundations focused on economic independence for working women.",accountant,Female
"He has with him 25 years of diversified experience working with various companies, of which he has served the E&P companies for 20 years including Pakistan Oil Fields Limited and orient Petroleum Limited. During his professional life he achieved various targets including the implementation of Entrepreneur Resource Program and arranged finances for various capital projects.",accountant,Male
"He has been involved in advising businesses on their financial needs, structures and growth strategies as well as ensuring compliance with relevant legislation and regulations. He is married and spends his leisure time imbibing as much popular culture as he can stand.",accountant,Male
"Tucker began his career as an external auditor for five years in KPMG's Kansas City and Denver offices, followed by a transition to KPMG's Denver Deal Advisory group for two years where he performed buy and sell side due diligence over small to large targets across various industries.",accountant,Male
"She has more than six years of experience in public accounting and has served clients in both corporate entities and nonprofit organizations. Donica received her B.S. in Business Administration - Accounting from the University of Baltimore and is actively pursuing her CPA. She is a member of the Maryland Association of Certified Public Accountants (MACPA) and the American Institute of Certified Public Accountants (AICPA). Outside of work, Donica enjoys activities such as travelling, volunteering for local organizations, attending live concerts, listening to music, and spending time with her family and friends.",accountant,Female
